Catalog Numb.,University,Collector,No. of spec.,YE,MO,DA,Country col.,countryCode,stateProvince,lat,lon,District,Locality col.,Elevation,geodeticDatum,coordinate Uncertainty,identifiedBy,typeStatus,kingdom,phylum,class,order,family,subfamily,genus,specificEpithet,infraspecificEpithet,Full name,taxonRank,Authorship
UNZA:170794,University of Zambia,Saili S,1,2003,3,6,Zambia,ZM,Southern,-15.5327108,27.8173641,Mazabuka,"South of Mazabuka, on Choma Road",1105,WGS84,600,Bingham Mike,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:170795,University of Zambia,Ngwenyama T,1,2003,3,8,Zambia,ZM,Southern,-17.5207193,25.4596227,Livingstone,Outskirts of Livingstone,916,WGS84,750,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tamarindus,subalata,,Tamarindus subalata,Species,(André) M.A. Spencer & L.B. Sm.
UNZA:170796,University of Zambia,Ngwenyama T,1,2003,3,31,Zambia,ZM,Southern,-17.4666948,25.9835948,Livingstone Distr.,25 km along Livingstone-Kalomo Road,988,WGS84,945,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,nigra,,Senna nigra,Species,(Carrière) André
UNZA:171108,University of Zambia,Merrett L; Merrett M,1,2002,7,1,Zambia,ZM,Southern,-17.7125443,25.3605317,Livingstone,Taita Falcon Lodge,916,WGS84,597,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,trianae,,Senna trianae,Species,André
UNZA:171109,University of Zambia,Merrett L; Merrett M,1,2002,7,1,Zambia,ZM,Southern,-17.72852,25.3207015,Livingstone,Taita Falcon Lodge,916,WGS84,597,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,trianae,,Senna trianae,Species,André
UNZA:171409,University of Zambia,Ngwenyama T,1,2010,3,28,Zambia,ZM,Southern,-17.857357,25.8333603,Livingstone,Bob's Birding Safari Lodge,916,WGS84,1219,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
UNZA:171410,University of Zambia,Ngwenyama T,1,2010,3,28,Zambia,ZM,Southern,-17.7216042,25.062868,Livingstone,Zambezi River Gorge,916,WGS84,1219,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
UNZA:171576,University of Zambia,Ngwenyama T,1,2010,3,17,Zambia,ZM,Southern,-15.2093543,26.1636811,Namwala Dist,"Ngoma, Kafue National Park",1230,WGS84,978,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,glaucescens,,Brachystegia glaucescens,Species,(Baker) Wittm.
UNZA:171579,University of Zambia,Phiri S,1,2010,3,24,Zambia,ZM,Southern,-15.6856769,25.716902,District of Namwala,Outskirts of Namwala,1198,WGS84,1895,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,,,Tessmannia spp,Genus,
UNZA:171581,University of Zambia,Ngwenyama T,1,2010,3,27,Zambia,ZM,Southern,-17.61835,25.453778,Livingstone,Mosi-oa-Tunya Reserve,916,WGS84,1838,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
UNZA:171582,University of Zambia,Ngwenyama T,1,2010,3,27,Zambia,ZM,Southern,-17.8714453,25.3115491,Livingstone,Maramba River Lodge,916,WGS84,1219,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,incurva,,Cassia incurva,Species,(Griseb.) Read
UNZA:171583,University of Zambia,Ngwenyama T,1,2010,3,27,Zambia,ZM,Southern,-17.8750089,25.6609383,Livingstone,Maramba River Lodge,916,WGS84,1219,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,meridensis,,Senna meridensis,Species,Klotzsch ex Mez
UNZA:171584,University of Zambia,Ngwenyama T,1,2010,3,28,Zambia,ZM,Southern,-17.8971609,25.6989102,Livingstone,Tongabezi,916,WGS84,1219,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tamarindus,tenuispica,,Tamarindus tenuispica,Species,(André) M.A. Spencer & L.B. Sm.
UNZA:171586,University of Zambia,Ngwenyama T,1,2010,3,28,Zambia,ZM,Southern,-17.7071268,25.6904464,Livingstone,Tongabezi,916,WGS84,1219,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tamarindus,schumanniana,,Tamarindus schumanniana,Species,(Wittm.) J.R. Grant
UNZA:171587,University of Zambia,Ngwenyama T,1,2010,3,28,Zambia,ZM,Southern,-17.7125443,25.3605317,Livingstone,Taita Falcon Lodge,916,WGS84,1219,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tamarindus,crispa,,Tamarindus crispa,Species,(Baker) M.A. Spencer & L.B. Sm.
UNZA:171588,University of Zambia,Ngwenyama T,1,2010,3,27,Zambia,ZM,Southern,-17.72852,25.3207015,Livingstone,Taita Falcon Lodge,916,WGS84,1219,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,complanata,,Tessmannia complanata,Species,Benth.
UNZA:171589,University of Zambia,Ngwenyama T,1,2010,3,28,Zambia,ZM,Southern,-17.7327602,25.0826677,Livingstone,Zambezi River Gorge,916,WGS84,1219,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,confinis,,Tessmannia confinis,Species,L.B. Sm.
UNZA:171934,University of Zambia,Ngwenyama T,1,2009,6,30,Zambia,ZM,Southern,-15.2144686,25.2924027,Namwala,"Kafue River Lodge, KNP",1209,WGS84,1784,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:171950,University of Zambia,Ngwenyama T,1,2009,6,30,Zambia,ZM,Southern,-15.67481,25.3306971,Namwala,Kafue River Bridge,1209,WGS84,1784,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,heliconioides,,Cassia Heliconioides,Species,(Kunth) Hook. ex Walp.
UNZA:172021,University of Zambia,Ngwenyama T,1,2009,2,8,Zambia,ZM,Southern,-17.5483523,25.2859345,Livingstone,Road to Zimba,916,WGS84,704,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tamarindus,crispa,,Tamarindus crispa,Species,(Baker) M.A. Spencer & L.B. Sm.
UNZA:172022,University of Zambia,Ngwenyama T,1,2009,2,7,Zambia,ZM,Southern,-15.5995834,25.169355,Namwala,"Game Management Area, Kafue East",1164,WGS84,653,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tamarindus,schumanniana,,Tamarindus schumanniana,Species,(Wittm.) J.R. Grant
UNZA:172035,University of Zambia,Phiri S.,1,2009,2,15,Zambia,ZM,Southern,-17.6856769,26.716902,Kalomo,Kalomo Dam,1432,WGS84,866,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,maidifolia,,Senna maidifolia,Species,(C. Morren) Decne. ex Planch.
UNZA:172036,University of Zambia,Phiri S.,1,2009,2,15,Zambia,ZM,Southern,-17.7200355,26.3510901,Kalomo,Kalomo Dam,1432,WGS84,866,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,maidifolia,,Senna maidifolia,Species,(C. Morren) Decne. ex Planch.
UNZA:172037,University of Zambia,Ngwenyama T,1,2009,2,18,Zambia,ZM,Southern,-17.7795212,25.1066629,Livingstone,Mosi-oa-Tunya Reserve,916,WGS84,2963,Mukampola Ruston,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,meridensis,,Senna meridensis,Species,Klotzsch ex Mez
UNZA:172436,University of Zambia,Colebrook-Robjent J,1,2005,3,23,Zambia,ZM,Southern,-15.2163016,25.5768524,District of Namwala,Namwala Forest Reserve,1198,WGS84,4698,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,complanata,,Tessmannia complanata,Species,Benth.
UNZA:172440,University of Zambia,Colebrook-Robjent J,1,2005,3,23,Zambia,ZM,Southern,-17.2160555,25.97099,Kalomo,Sikawili,1432,WGS84,4698,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,clavigera,,Tessmannia clavigera,Species,Mez
UNZA:172539,University of Zambia,Merrett L,1,2004,2,20,Zambia,ZM,Southern,-17.4434462,25.9344213,Livingstone Distr.,Simonga,988,WGS84,8224,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Piliostigma,,,Piliostigma ,Genus,
UNZA:172926,University of Zambia,Manda G,1,2009,5,20,Zambia,ZM,Southern,-15.4813722,27.8643117,Mazabuka,East of Lochinvar NP,1105,WGS84,2417,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Dialium,tenuis,,Dialium tenuis,Species,Willd.
UNZA:172976,University of Zambia,Colebrook-Robjent J,1,2008,8,14,Zambia,ZM,Southern,-15.5834395,27.7827002,Mazabuka Dist.,Lubombo,1169,WGS84,5841,Peter Lungu,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Diheteropogon,stolonifera,,Diheteropogon stolonifera,Species,L.B. Sm.
UNZA:172983,University of Zambia,Colebrook-Robjent J,1,2008,8,11,Zambia,ZM,Southern,-15.2327285,26.8576676,Namwala,Shantanda Boma,1164,WGS84,7364,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:172984,University of Zambia,Colebrook-Robjent J,1,2008,8,11,Zambia,ZM,Southern,-15.2388802,26.6602972,Namwala,Shantanda Boma,1164,WGS84,7364,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:172985,University of Zambia,Colebrook-Robjent J,1,2008,8,12,Zambia,ZM,Southern,-15.185997,26.1594233,Namwala Dist,"Ngoma, Kafue National Park",1230,WGS84,4591,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Afzelia,dracaenula,,afzelia dracaenula,Species,Nees
UNZA:172987,University of Zambia,Manda G,1,2008,8,12,Zambia,ZM,Southern,-15.185997,25.7431008,Namwala,10 km east of Namwala town,1164,WGS84,4591,Bingham M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Eragrostis,spruceana,,Eragrostis spruceana,Species,Malme
UNZA:172994,University of Zambia,Colebrook-Robjent John,1,2008,8,10,Zambia,ZM,Southern,-17.8750089,25.6609383,Livingstone Distr.,Maramba River Lodge,988,WGS84,2108,Merrett L; Merrett M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Diheteropogon,acaulis,,Diheteropogon acaulis,Species,Mart. ex Schult. f.
UNZA:173004,University of Zambia,Colebrook-Robjent J,1,2008,8,11,Zambia   ,ZM,Southern,-15.2255308,26.9144835,Namwala,Shantanda Boma,1164,WGS84,7364,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,woodiana,,Brachystegia woodiana,Species,L.B. Sm.
UNZA:173016,University of Zambia,Bellcross G,1,1998,4,22,Zambia,ZM,Southern,-15.7644319,27.1554514,Mazabuka,Kafue Flats west of Lochinvar,1105,WGS84,2385,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,didistichoides,,Cassia didistichoides,Species,(Mez) L.B. Sm.
UNZA:173017,University of Zambia,Bellcross G,1,1998,4,22,Zambia,ZM,Southern,-15.77835,27.453778,Mazabuka,Kafue Flats west of Lochinvar,1105,WGS84,2385,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,crenulipetala,,Cassia crenulipetala,Species,(Mez) L.B. Sm.
UNZA:173018,University of Zambia,G Bellcross,1,1998,4,22,Zambia,ZM,Southern,-15.7783778,27.84424953,Mazabuka,Kafue Flats west of Lochinvar,1105,WGS84,2385,Mukampola Ruston,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,incurva,,Cassia incurva,Species,(Griseb.) Read
UNZA:173020,University of Zambia,Colebrook-Robjent J,1,2001,3,25,Zambia ,ZM,Southern,-15.2144686,25.2224344,Namwala,"Itezhi tezhi, below dam wall",1209,WGS84,5044,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,ospinae,,Cassia ospinae,Species,H. Luther
UNZA:173021,University of Zambia,Stjernstedt R,1,2001,3,26,Zambia,ZM,Southern,-15.7889854,27.7606741,Mazabuka,Kafue Flats west of Lochinvar,1105,WGS84,1219,Mukampola Ruston,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,fendleri,,Tessmannia fendleri,Species,Griseb.
UNZA:173040,University of Zambia,G Bellcross,1,1999,4,22,Zambia,ZM,Southern,-15.72852,27.3207015,Mazabuka,Kafue River Cruises,1105,WGS84,2385,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:173041,University of Zambia,G Bellcross,1,1999,4,22,Zambia,ZM,Southern,-15.7216042,27.062868,Mazabuka,Kafue River Cruises,1105,WGS84,2385,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:173042,University of Zambia,G Bellcross,1,1999,4,22,Zambia,ZM,Southern,-15.7327602,27.0826677,Mazabuka,Kafue River Cruises,1105,WGS84,2385,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:173043,University of Zambia,G Bellcross,1,1998,4,22,Zambia,ZM,Southern,-15.7377316,27.875719,Mazabuka,Kafue River Cruises,1105,WGS84,2385,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,fendleri,,Tessmannia fendleri,Species,Griseb.
UNZA:173044,University of Zambia,G Bellcross,1,1998,4,22,Zambia,ZM,Southern,-15.7468511,27.9212555,Mazabuka,Lochinvar National Park,1105,WGS84,2385,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,fendleri,,Tessmannia fendleri,Species,Griseb.
UNZA:173046,University of Zambia,Bruce-Miller I,1,2000,10,10,Zambia,ZM,Southern,-15.4558716,27.7595814,Mazabuka,East of Lochinvar NP,1105,WGS84,1501,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:173047,University of Zambia,Stjernstedt R,1,2001,3,26,Zambia,ZM,Southern,-15.7946672,27.8800209,Mazabuka,Kafue Flats west of Lochinvar,1105,WGS84,1219,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,fendleri,,Tessmannia fendleri,Species,Griseb.
UNZA:173081,University of Zambia,Colebrook-Robjent J,1,1998,4,20,Zambia,ZM,Southern,-17.72852,25.3207015,Livingstone,Taita Falcon Lodge,908,WGS84,2059,Merrett L; Merrett M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Eragrostis,floccosa,,Eragrostis floccosa,Species,(Linden) E. Morren ex Mez
UNZA:173082,University of Zambia,Colebrook-Robjent J,1,1998,4,20,Zambia,ZM,Southern,-17.7216042,25.062868,Livingstone,"Rapid 11, Zambezi River Gorge",908,WGS84,2059,Mukampola R,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Eragrostis,floccosa,,Eragrostis floccosa,Species,(Linden) E. Morren ex Mez
UNZA:173083,University of Zambia,G Bellcross,1,1998,4,22,Zambia,ZM,Southern,-15.7494711,27.071788,Mazabuka,Lochinvar National Park,1105,WGS84,2385,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,rubra,,Cassia rubra,Species,(Ruiz & Pav.) Beer
UNZA:173084,University of Zambia,G Bellcross,1,1998,4,22,Zambia,ZM,Southern,-15.7553664,27.225374,Mazabuka,Lochinvar National Park,1105,WGS84,2385,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,rubra,,Cassia rubra,Species,(Ruiz & Pav.) Beer
UNZA:173085,University of Zambia,G Bellcross,1,1998,4,21,Zambia,ZM,Southern,-15.7795212,27.1066629,Mazabuka,Kafue Flats west of Lochinvar,1105,WGS84,2385,Mukampola Ruston,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,myriantha,,Tessmannia myriantha,Species,Baker
UNZA:173086,University of Zambia,Bellcross G,1,1998,4,22,Zambia,ZM,Southern,-15.788847,27.0136721,Mazabuka,Lochinvar National Park,1105,WGS84,2385,Mike Bingham,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Diheteropogon,capituligera,,Diheteropogon capituligera,Species,(Griseb.) J.R. Grant
UNZA:173087,University of Zambia,Bellcross G,1,1998,4,22,Zambia,ZM,Southern,-15.797814,27.0161016,Mazabuka,Lochinvar National Park,1105,WGS84,2385,Mike Bingham,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Diheteropogon,capituligera,,Diheteropogon capituligera,Species,(Griseb.) J.R. Grant
UNZA:173088,University of Zambia,Lungu P,1,2000,10,8,Zambia,ZM,Southern,-16.4588,27.04307,Gwembe,Lake Kariba shoreline,855,WGS84,840,Lungu Peter,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,rubra,,Cassia rubra,Species,(Ruiz & Pav.) Beer
UNZA:173163,University of Zambia,Franks B,1,2003,8,,Zambia,ZM,Southern,-17.4072073,25.0487179,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,649,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Daniellia,michelii,,Daniellia michelii,Species,(Mez) M.A. Spencer & L.B. Sm.
UNZA:173174,University of Zambia,Franks B,1,2003,10,,Zambia,ZM,Southern,-17.4298276,25.5477403,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,649,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,,,Tessmannia spp,Genus,
UNZA:173185,University of Zambia,Franks B,1,2003,10,,Zambia,ZM,Southern,-17.4639024,25.2841853,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,649,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,pilosum,,Peltophorum pilosum,Species,Lam.
UNZA:173186,University of Zambia,Franks B,1,2003,10,,Zambia,ZM,Southern,-17.4666948,25.9835948,Livingstone,Mosi-oa-Tunya Game Reserve,,WGS84,649,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Afzelia,exfoliatum,,Afzelia exfoliatum,Species,Kunth
UNZA:173457,University of Zambia,Ngwenyama T,1,2010,1,5,Zambia,ZM,Southern,-15.5228808,25.3094777,Namwala,"Game Management Area, Kafue East",1164,WGS84,6405,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,complanata,,Tessmannia complanata,Species,Benth.
UNZA:173470,University of Zambia,Franks B,1,2003,10,,Zambia,ZM,Southern,-17.4188428,25.1586578,Livingstone,Mosi-oa-Tunya Game Reserve,,WGS84,649,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Bauhinia,polystachya,,Bauhinia polystachya,Species,Sw. ex Wahlenb.
UNZA:173505,University of Zambia,Franks B,1,2003,10,,Zambia,ZM,Southern,-17.4265141,25.9187414,Livingstone,Mosi-oa-Tunya Game Reserve,,WGS84,649,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,locuples,,Tessmannia locuples,Species,C.B. Clarke
UNZA:173709,University of Zambia,Saili S,1,2005,4,16,Zambia,ZM,Southern,-15.458708,27.8569137,Mazabuka,Mazabuka Boma,1105,WGS84,3987,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tamarindus,indica,,Tamarindus indica,Species,(L.B. Sm.) M.A. Spencer & L.B. Sm.
UNZA:173764,University of Zambia,I. Bruce-Miller,1,1997,10,17,Zambia,ZM,Southern,-15.68014,27.7954216,Mazabuka,South of Kafue River Bridge,1105,WGS84,657,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Scleria,mitis,,Scleria mitis,Species,P.J. Bergius
UNZA:173865,University of Zambia,L. Mwanawasa,1,2007,6,12,Zambia,ZM,Western,"15° 35' 12"" S","23° 46' 18"" E",District of Mongu,Zambezi River floodplain,1187,WGS84,4475,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Tessmannia,,,Tessmannia ,Genus,
UNZA:173866,University of Zambia,L. Mwanawasa,1,2007,6,12,Zambia,ZM,Western,"15° 35' 12"" S","23° 46' 18"" E",District of Mongu,East of Mongu Town,1187,WGS84,4475,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Tessmannia,,,Tessmannia ,Genus,
UNZA:174235,University of Zambia,Mwanawasa L,1,2007,6,12,Zambia,ZM,Southern,-17.3668954,25.1842826,Livingstone,Zambezi Boat Club,916,WGS84,1000,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,archeri,,Tessmannia archeri,Species,L.B. Sm.
UNZA:174456,University of Zambia,Merrett L,1,2010,11,23,Zambia  ,ZM,Southern,-15.3603253,25.4096376,Namwala,Iteshi teshi boma ,1209,WGS84,3070,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,arida,,Senna arida,Species,L.B. Sm. & Betancur
UNZA:174457,University of Zambia,Merrett L,1,2010,11,23,Zambia  ,ZM,Southern,-15.3649009,25.9393487,Namwala,Iteshi teshi boma ,1209,WGS84,3070,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,arida,,Senna arida,Species,L.B. Sm. & Betancur
UNZA:174563,University of Zambia,Saili S,1,2005,3,17,Zambia,ZM,Southern,-15.68014,27.7954216,Mazabuka,South of Kafue River Bridge,1105,WGS84,3740,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Julbernardia,latifolia,,Julbernardia latifolia,Species,L.
UNZA:174612,University of Zambia,Ngenyama T,1,2010,7,25,Zambia,ZM,Southern,-17.7644319,25.1554514,Livingstone,Zambezi River Gorge,908,WGS84,408,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Guibourtia,filiformis,,Guibourtia filiformis,Species,(Pers.) P. Beauv.
UNZA:174628,University of Zambia,Ngenyama T,1,2010,7,25,Zambia,ZM,Southern,-17.7494711,25.071788,Livingstone,Zambezi River Gorge,908,WGS84,408,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,pallens,,Isoberlinia pallens,Species,(Sw.) Munro ex Benth.
UNZA:174666,University of Zambia,Mwansa P,1,2010,7,25,Zambia,ZM,Southern,-17.61835,25.453778,Livingstone,Mosi-oa-Tunya Reserve,916,WGS84,408,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:174888,University of Zambia,Bruce-Miller I,1,2003,12,18,Zambia,ZM,Southern,-15.4813722,27.8643117,Mazabuka,East of Lochinvar NP,1105,WGS84,3619,Bruce-Miller I,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:174922,University of Zambia,Stjernstedt R,1,2010,3,27,Zambia,ZM,Western,"16° 20' 3.120"" S","22° 36' 18.650"" E",Sioma,Kavumba Camp,1070,WGS84,557,Merrett L; Merrett M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Digitaria,,,Digitaria spp,Genus,
